Title,Publish date,Category,Associated project name,Link to item,Type,Link to project page,Year,Project Status,pdf_url,local_path,status
Virtual Power Plant Demonstrations Consumer Insights Report,15/09/2021,Distributed energy resources,AEMO Virtual Power Plant Demonstrations,https://arena.gov.au/knowledge-bank/virtual-power-plant-demonstrations-consumer-insights-report/,Reports,https://arena.gov.au/projects/aemo-virtual-power-plant-demonstrations/,2019,Past,https://arena.gov.au/assets/2021/09/vpp-power-plant-demonstrations-consumer-insights-report.pdf,pdfs/Reports/Virtual_Power_Plant_Demonstrations_Consumer_Insights_Report_08d780.pdf,downloaded
Reduced Solar Module Temperature Project Progress and Lessons Learnt,13/09/2021,"Solar energy, Solar PV R&amp;D",Reduced Solar Module Temperature,https://arena.gov.au/knowledge-bank/reduced-solar-module-temperature-project-progress-and-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/reduced-solar-module-temperature/,2020,Past,https://arena.gov.au/assets/2021/09/reduced-solar-module-temperature-project-progess-lessons-learnt.pdf,pdfs/Reports_Lessons/Reduced_Solar_Module_Temperature_Project_Progress_and_Lessons_Learnt_83ecab.pdf,downloaded
Low Solar PV Cost Interim Public Dissemination Report,9/09/2021,"Solar energy, Solar PV R&amp;D",Lower Solar PV Cost by a Combination of Luminescence Images and Machine-Learning,https://arena.gov.au/knowledge-bank/low-solar-pv-cost-interim-public-dissemination-report/,Reports,https://arena.gov.au/projects/lower-solar-pv-cost-by-a-combination-of-luminescence-images-and-machine-learning/,2020,Past,https://arena.gov.au/assets/2021/11/low-solar-pv-cost-interim-public-dissemination-report.pdf,pdfs/Reports/Low_Solar_PV_Cost_Interim_Public_Dissemination_Report_c57ee4.pdf,downloaded
Next Generation Industrial Bifacial Silicon Solar Cells Final Report,9/09/2021,"Solar energy, Solar PV R&amp;D",Next Generation Industrial Bifacial Silicon Solar Cells,https://arena.gov.au/knowledge-bank/next-generation-industrial-bifacial-silicon-solar-cells-final-report/,Reports,https://arena.gov.au/projects/next-generation-industrial-bifacial-silicon-solar-cells-rnd015/,2017,Past,https://arena.gov.au/assets/2021/09/next-generation-industrial-bifacial-silicon-solar-cell-final-report.pdf,pdfs/Reports/Next_Generation_Industrial_Bifacial_Silicon_Solar_Cells_Final_Report_1bcff7.pdf,downloaded
Customer Energy Management Systems Study,6/09/2021,Distributed energy resources,,https://arena.gov.au/knowledge-bank/customer-energy-management-systems-study/,Reports,,,,,,no_pdf_found
Low-Voltage Grid Battery Energy Storage Systems Trial Lessons Learnt 1,6/09/2021,Battery storage,United Energy Low Voltage Battery Trial,https://arena.gov.au/knowledge-bank/low-voltage-grid-battery-energy-storage-systems-trial-lessons-learnt-1/,"Reports, Lessons",https://arena.gov.au/projects/united-energy-low-voltage-battery-trial/,2021,Past,https://arena.gov.au/assets/2021/09/united-energy-low-voltage-grid-trial-lessons-learnt.pdf,pdfs/Reports_Lessons/Low-Voltage_Grid_Battery_Energy_Storage_Systems_Trial_Lessons_Learnt_1_61e3a5.pdf,downloaded
Common Smart Inverter Profile Australia,6/09/2021,Distributed energy resources,,https://arena.gov.au/knowledge-bank/common-smart-inverter-profile-australia/,Reports,,,,https://arena.gov.au/assets/2021/09/common-smart-inverter-profile-australia.pdf,pdfs/Reports/Common_Smart_Inverter_Profile_Australia_e2e357.pdf,downloaded
ARENA Insights Newsletter Edition #30,30/08/2021,Distributed energy resources,,https://arena.gov.au/knowledge-bank/arena-insights-newsletter-edition-30/,InsightNewsletter,,,,,,no_pdf_found
Kidston Pumped Hydro Financial Close Report,28/08/2021,Hydropower / Pumped Hydro Energy Storage,Kidston Pumped Hydro Energy Storage,https://arena.gov.au/knowledge-bank/kidston-pumped-hydro-financial-close-report/,Reports,https://arena.gov.au/projects/kidston-pumped-hydro-energy-storage/,2021,Current,https://arena.gov.au/assets/2021/09/kidston-pumped-hydro-energy-storage-financial-close-report.pdf,pdfs/Reports/Kidston_Pumped_Hydro_Financial_Close_Report_30c326.pdf,downloaded
Spotlight Interview with Synergy for Insights,27/08/2021,Distributed energy resources,Solar and Storage Trial at Alkimos Beach Residential Development,https://arena.gov.au/knowledge-bank/spotlight-interview-with-synergy-for-insights/,Insights,https://arena.gov.au/projects/solar-and-storage-trial-at-alkimos-beach-residential-development/,2014,Past,https://arena.gov.au/assets/2021/08/arena-insights-spotlight-alkimos-beach-energy-storage-trial.pdf,pdfs/Insights/Spotlight_Interview_with_Synergy_for_Insights_66e4ec.pdf,downloaded
Driving Increased Efficiency and Reliability in Silicon Photovoltaics Final Report,25/08/2021,"Solar energy, Solar PV R&amp;D",Driving Increased Efficiency and Reliability in Silicon Photovoltaics,https://arena.gov.au/knowledge-bank/driving-increased-efficiency-and-reliability-in-silicon-photovoltaics-final-report/,Reports,https://arena.gov.au/projects/driving-increased-efficiency-reliability-silicon-photovoltaics-ingots-modules/,2017,Past,https://arena.gov.au/assets/2022/08/driving-increased-efficiency-and-reliability-in-silicon-photovoltaics-final-report.pdf,pdfs/Reports/Driving_Increased_Efficiency_and_Reliability_in_Silicon_Photovoltaics_Final_Report_961f1f.pdf,downloaded
Lord Howe Island Renewable Energy Project Lessons Learnt Report,23/08/2021,"Battery storage, Hybrid technologies",Lord Howe Island Hybrid Renewable Energy System,https://arena.gov.au/knowledge-bank/lord-howe-island-renewable-energy-project-lessons-learnt-report/,"Reports, Lessons",https://arena.gov.au/projects/lord-howe-island-hybrid-renewable-energy-system/,2014,Past,https://arena.gov.au/assets/2021/09/lord-howe-island-renewable-energy-project-lessons-learnt-report.pdf,pdfs/Reports_Lessons/Lord_Howe_Island_Renewable_Energy_Project_Lessons_Learnt_Report_9a0010.pdf,downloaded
Lord Howe Island Renewable Energy Project System Design Report,23/08/2021,"Battery storage, Hybrid technologies",Lord Howe Island Hybrid Renewable Energy System,https://arena.gov.au/knowledge-bank/lord-howe-island-renewable-energy-project-system-design-report/,Reports,https://arena.gov.au/projects/lord-howe-island-hybrid-renewable-energy-system/,2014,Past,https://arena.gov.au/assets/2021/09/lord-howeisland-renewable-energy-project-system-design-report.pdf,pdfs/Reports/Lord_Howe_Island_Renewable_Energy_Project_System_Design_Report_35cc27.pdf,downloaded
Kidston Pumped Hydro Lessons Learnt,20/08/2021,Hydropower / Pumped Hydro Energy Storage,Kidston Pumped Hydro Energy Storage,https://arena.gov.au/knowledge-bank/kidston-pumped-hydro-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/kidston-pumped-hydro-energy-storage/,2021,Current,https://arena.gov.au/assets/2021/08/kidston-pumped-storage-hydo-lessons-learnt.pdf,pdfs/Reports_Lessons/Kidston_Pumped_Hydro_Lessons_Learnt_ccf9f9.pdf,downloaded
The Generator Operations Series: Ramp Rates for Solar and Wind Generators on the NEM,19/08/2021,Solar energy,,https://arena.gov.au/knowledge-bank/the-generator-operations-series-ramp-rates-for-solar-and-wind-generators-on-the-nem/,Reports,,,,https://arena.gov.au/assets/2021/08/the-generator-operations-series-report-two.pdf,pdfs/Reports/The_Generator_Operations_Series__Ramp_Rates_for_Solar_and_Wind_Generators_on_the_NEM_9a665f.pdf,downloaded
Rooftop CST for Hospital Heating and Cooling Case Study,16/08/2021,"Concentrated solar thermal, Solar energy",Capacity Improvement and Flow Balancing of CST Heating/Cooling System,https://arena.gov.au/knowledge-bank/rooftop-cst-for-hospital-heating-and-cooling-case-study/,Reports,https://arena.gov.au/projects/capacity-improvement-and-flow-balancing-of-rooftop-cst-heating-cooling-system/,2019,Past,https://arena.gov.au/assets/2021/08/case-study-rooftop-cst-for-hospital-heating-cooling.pdf,pdfs/Reports/Rooftop_CST_for_Hospital_Heating_and_Cooling_Case_Study_6dbc93.pdf,downloaded
Australian Industry Energy Transitions Initiative Presentation,16/08/2021,Renewables for industry,Australian Industry ETI Delivery Stage Project,https://arena.gov.au/knowledge-bank/australian-industry-energy-transitions-initiative-presentation/,Presentation,https://arena.gov.au/projects/australian-industry-eti-delivery-stage-project/,2021,Past,https://arena.gov.au/assets/2021/08/australian-industry-energy-transitions-initiative-presentation.pdf,pdfs/Presentation/Australian_Industry_Energy_Transitions_Initiative_Presentation_8a85bf.pdf,downloaded
Addressing Barriers to Efficient Renewable Integration Milestone 5,16/08/2021,"Solar energy, Solar PV R&amp;D, System security and reliability",UNSW Addressing Barriers to Efficient Renewable Integration,https://arena.gov.au/knowledge-bank/addressing-barriers-to-efficient-renewable-integration-milestone-5/,"Reports, Milestones",https://arena.gov.au/projects/addressing-barriers-efficient-renewable-integration/,2016,Past,https://arena.gov.au/assets/2021/08/addressing-barriers-to-efficient-renewable-integration-milestone-report-5.pdf,pdfs/Reports_Milestones/Addressing_Barriers_to_Efficient_Renewable_Integration_Milestone_5_dfb849.pdf,downloaded
Simply Energy VPPX ARENA Stage 3,15/08/2021,"Solar energy, Solar PV R&amp;D",Simply Energy Virtual Power Plant (VPP),https://arena.gov.au/knowledge-bank/simply-energy-vppx-arena-stage-3/,"Reports, Milestones",https://arena.gov.au/projects/simply-energy-virtual-power-plant-vpp/,2018,Past,https://arena.gov.au/assets/2021/08/simply-energy-vppx-stage-3.pdf,pdfs/Reports_Milestones/Simply_Energy_VPPX_ARENA_Stage_3_5c08d3.pdf,downloaded
Tesla Virtual Power Plant Lessons Learnt Report 1,13/08/2021,Battery storage,Tesla Virtual Power Plant,https://arena.gov.au/knowledge-bank/tesla-virtual-power-plant-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/tesla-virtual-power-plant/,2020,Past,https://arena.gov.au/assets/2021/08/tesla-virtual-power-plant-lessons-learnt-1.pdf,pdfs/Reports_Lessons/Tesla_Virtual_Power_Plant_Lessons_Learnt_Report_1_7e5a8e.pdf,downloaded
GERI Renewable Hydrogen and Ammonia Feasibility Study,11/08/2021,Hydrogen energy,Project GERI Feasibility Study,https://arena.gov.au/knowledge-bank/geri-renewable-hydrogen-and-ammonia-feasibility-study/,Reports,https://arena.gov.au/projects/project-geri-feasibility-study/,2020,Past,https://arena.gov.au/assets/2021/08/bp-ghd-renewable-hydrogen-and-ammonia-feasibility-study.pdf,pdfs/Reports/GERI_Renewable_Hydrogen_and_Ammonia_Feasibility_Study_95d853.pdf,downloaded
Integrating Industrial Black Silicon with High Efficiency Multicrystalline Solar Cells Lessons Learnt,8/08/2021,"Solar energy, Solar PV R&amp;D",Integrating Industrial Black Silicon,https://arena.gov.au/knowledge-bank/integrating-industrial-black-silicon-with-high-efficiency-multicrystalline-solar-cells-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/integrating-industrial-black-silicon-high-efficiency-multicrystalline-solar-cells/,2017,Past,https://arena.gov.au/assets/2021/08/integrating-industrial-black-silicon-project-results-lessons-learnt.pdf,pdfs/Reports_Lessons/Integrating_Industrial_Black_Silicon_with_High_Efficiency_Multicrystalline_Solar_Cells_Lessons_Learnt_9092c5.pdf,downloaded
Ultra Fast Charging Data Analysis Webinar Materials,5/08/2021,Electric vehicles,,https://arena.gov.au/knowledge-bank/ultra-fast-charging-data-analysis-webinar-materials/,Reports,,,,https://arena.gov.au/assets/2021/08/ultra-fast-charging-data-analysis-webinar-materials.pdf,pdfs/Reports/Ultra_Fast_Charging_Data_Analysis_Webinar_Materials_d0641f.pdf,downloaded
Net Zero Energy Homes Milestone 1,4/08/2021,Renewables in buildings,Mirvac Net Zero Energy Homes,https://arena.gov.au/knowledge-bank/net-zero-energy-homes-milestone-1/,"Reports, Milestones",https://arena.gov.au/projects/net-zero-energy-homes/,2019,Past,https://arena.gov.au/assets/2021/09/net-zero-energy-homes-milestone-report-1.pdf,pdfs/Reports_Milestones/Net_Zero_Energy_Homes_Milestone_1_c01ff4.pdf,downloaded
Displacement of Gas by Thermal Energy Storage Lessons Learnt,30/07/2021,Renewables for industry,Displacement of Gas by Thermal Energy Storage,https://arena.gov.au/knowledge-bank/displacement-of-gas-by-thermal-energy-storage-lessons-learnt/,Reports,https://arena.gov.au/projects/displacement-of-gas-by-thermal-energy-storage/,2019,Past,https://arena.gov.au/assets/2021/07/displacement-of-gas-by-thermal-energy-storage-lessons-learnt.pdf,pdfs/Reports/Displacement_of_Gas_by_Thermal_Energy_Storage_Lessons_Learnt_b9a429.pdf,downloaded
Lumea New England Renewable Energy Zone Final Report,30/07/2021,"Solar energy, Solar PV R&amp;D",TransGrid New England Renewable Energy Zone,https://arena.gov.au/knowledge-bank/lumea-new-england-renewable-energy-zone-final-report/,Reports,https://arena.gov.au/projects/transgrid-new-england-renewable-energy-zone/,2020,Past,https://arena.gov.au/assets/2021/09/lumea-new-england-renewable-energy-zone-final-report.pdf,pdfs/Reports/Lumea_New_England_Renewable_Energy_Zone_Final_Report_ab9006.pdf,downloaded
Development of Beyond 20% Efficiency Kesterite Solar Cells Lessons Learnt 2,29/07/2021,"Solar energy, Solar PV R&amp;D",Development of Beyond 20% Efficiency Kesterite (CZTSSe) Solar Cells,https://arena.gov.au/knowledge-bank/development-of-beyond-20-efficiency-kesterite-solar-cells-lessons-learnt-2/,"Reports, Lessons",https://arena.gov.au/projects/development-of-kesterite-cztsse-solar-cells/,2017,Past,https://arena.gov.au/assets/2021/09/development-of-beyond-20-efficiency-kesterite-solar-cells-lessons-learnt-2.pdf,pdfs/Reports_Lessons/Development_of_Beyond_20%_Efficiency_Kesterite_Solar_Cells_Lessons_Learnt_2_40feef.pdf,downloaded
Development of Beyond 20% Efficiency Kesterite Solar Cells Lessons Learnt 1,29/07/2021,"Solar energy, Solar PV R&amp;D",Development of Beyond 20% Efficiency Kesterite (CZTSSe) Solar Cells,https://arena.gov.au/knowledge-bank/development-of-beyond-20-efficiency-kesterite-solar-cells-lessons-learnt-1/,Reports,https://arena.gov.au/projects/development-of-kesterite-cztsse-solar-cells/,2017,Past,https://arena.gov.au/assets/2021/09/development-of-beyond-20-efficiency-kesterite-solar-cells-lessons-learnt-1.pdf,pdfs/Reports/Development_of_Beyond_20%_Efficiency_Kesterite_Solar_Cells_Lessons_Learnt_1_ce8df4.pdf,downloaded
DER Integration and Automation Project Final Report,28/07/2021,Distributed energy resources,DER Integration and Automation Project,https://arena.gov.au/knowledge-bank/der-integration-and-automation-project-final-report/,Reports,https://arena.gov.au/projects/der-integration-and-automation-project/,2019,Past,https://arena.gov.au/assets/2021/08/der-integration-and-automation-project-report.pdf,pdfs/Reports/DER_Integration_and_Automation_Project_Final_Report_ac4a48.pdf,downloaded
ARENA Insights Newsletter Edition #29,23/07/2021,Electric vehicles,,https://arena.gov.au/knowledge-bank/arena-insights-newsletter-edition-29/,InsightNewsletter,,,,,,no_pdf_found
Efficient Adamantine Thin-Film on Silicon Tandem Cells Lessons Learnt,23/07/2021,"Solar energy, Solar PV R&amp;D",Efficient Adamantine Thin-Film on Silicon Tandem Cells,https://arena.gov.au/knowledge-bank/efficient-adamantine-thin-film-on-silicon-tandem-cells-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/efficient-adamantine-thin-film-on-silicon-tandem-cells/,2017,Past,https://arena.gov.au/assets/2021/07/efficient-adamantine-thin-film-on-silicon-tandem-cells-lessons-learnt.pdf,pdfs/Reports_Lessons/Efficient_Adamantine_Thin-Film_on_Silicon_Tandem_Cells_Lessons_Learnt_f7c277.pdf,downloaded
ReWired Season 4 Podcast,19/07/2021,General,,https://arena.gov.au/knowledge-bank/rewired-season-4-podcast/,Podcast,,,,,,no_pdf_found
Project SHIELD Lessons Learnt Report 2,17/07/2021,Distributed energy resources,Project SHIELD - Synchronising Heterogeneous Information to Evaluate Limits for DNSP,https://arena.gov.au/knowledge-bank/project-shield-lessons-learnt-report-2/,"Reports, Lessons",https://arena.gov.au/projects/project-shield/,2020,Past,https://arena.gov.au/assets/2023/01/project-shield-lessons-learnt-2.pdf,pdfs/Reports_Lessons/Project_SHIELD_Lessons_Learnt_Report_2_3d7b55.pdf,downloaded
Kidston Pumped Storage Hydro Report,16/07/2021,Hydropower / Pumped Hydro Energy Storage,Kidston Stage Two Hydro-Solar Project Activities,https://arena.gov.au/knowledge-bank/kidston-pumped-storage-hydro-report/,Reports,https://arena.gov.au/projects/project-development-activities-kidston-stage-two-hydro-solar-project/,2017,Past,https://arena.gov.au/assets/2021/07/kidston-stage-two-hydro-solar-project-report.pdf,pdfs/Reports/Kidston_Pumped_Storage_Hydro_Report_315e06.pdf,downloaded
A Double-Sided Causer Pays Implementation of Frequency Deviation Pricing - Inception Report,14/07/2021,System security and reliability,Australian Energy Council Double-Sided Causer Pays Study,https://arena.gov.au/knowledge-bank/a-double-sided-causer-pays-implementation-of-frequency-deviation-pricing-inception-report/,Reports,https://arena.gov.au/projects/australian-energy-council-double-sided-causer-pays-study/,2021,Past,https://arena.gov.au/assets/2021/07/dscp-implementation-of-frequency-deviation-pricing-report-inception-report.pdf,pdfs/Reports/A_Double-Sided_Causer_Pays_Implementation_of_Frequency_Deviation_Pricing_-_Inception_Report_c4ebf0.pdf,downloaded
A Double-Sided Causer Pays Implementation of Frequency Deviation Pricing - Control & Pricing Theory,14/07/2021,System security and reliability,Australian Energy Council Double-Sided Causer Pays Study,https://arena.gov.au/knowledge-bank/a-double-sided-causer-pays-implementation-of-frequency-deviation-pricing-control-pricing-theory/,Reports,https://arena.gov.au/projects/australian-energy-council-double-sided-causer-pays-study/,2021,Past,https://arena.gov.au/assets/2021/08/a-double-sided-causer-pays-implementation-of-frequency-deviation-pricing.pdf,pdfs/Reports/A_Double-Sided_Causer_Pays_Implementation_of_Frequency_Deviation_Pricing_-_Control_&_Pricing_Theory_9c6dd3.pdf,downloaded
